,v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4,Text_clean,sentiment
3051,ham,Please leave this topic sorry for telling that ,,,,please leave topic sorry telling,positive
3052,ham,Pls send me the correct name da ,,,,pls send correct name da,positive
3053,ham,What happened to our yo date ,,,,happened yo date,positive
3054,spam,EASTENDERS TV Quiz  What FLOWER does DOT compare herself to  D= VIOLET E= TULIP F= LILY txt D E or F to  NOW  chance  WIN å£ Cash WKENT P ,,,,eastenders tv quiz flower dot compare d= violet e= tulip f= lily txt e f chance win å£ cash wkent p,positive
3055,ham,Webpage s not available ,,,,webpage available,positive
3056,ham,Just woke up  Yeesh its late  But I didn t fall asleep til  lt  gt  am   ,,,,woke yeesh late fall asleep til lt gt,positive
3057,spam,You are now unsubscribed all services  Get tons of sexy babes or hunks straight to your phone  go to http  gotbabes co uk  No subscriptions ,,,,unsubscribed services get tons sexy babes hunks straight phone go http gotbabes co uk subscriptions,positive
3058,ham,Dear all  as we know   lt  gt  th is the   lt  gt  th birthday of our loving Gopalettan  We are planning to give a small gift on that day  Those who like to participate in that you are welcome  Please contact our admin team for more details,,,,dear know lt gt th lt gt th birthday loving gopalettan planning give small gift day like participate welcome please contact admin team details,positive
3059,ham,K k from tomorrow onwards started ah ,,,,k k tomorrow onwards started ah,positive
3060,ham,What u talking bout early morning  It s almost noon where your at ,,,,u talking bout early morning almost noon,positive
3061,ham,Fine  Do you remember me ,,,,fine remember,positive
3062,spam,Hi babe its Jordan  how r u  Im home from abroad and lonely  text me back if u wanna chat xxSP visionsms com Text stop to stopCost p ,,,,hi babe jordan r u im home abroad lonely text back u wanna chat xxsp visionsms com text stop stopcost p,negative
3063,ham,Ok  How many should i buy ,,,,ok many buy,positive
3064,ham,Sounds good  keep me posted,,,,sounds good keep posted,positive
3065,spam,Get a brand new mobile phone by being an agent of The Mob  Plus loads more goodies  For more info just text MAT to  ,,,,get brand new mobile phone agent mob plus loads goodies info text mat,positive
3066,ham,Ok  So april  Cant wait,,,,ok april cant wait,positive
3067,ham,Boy you best get yo ass out here quick,,,,boy best get yo ass quick,positive
3068,ham,Ay wana meet on sat Ì_ wkg on sat ,,,,ay wana meet sat ì_ wkg sat,positive
3069,ham,I m now but have to wait till  for the bus to pick me ,,,,wait till bus pick,positive
3070,ham,Apart from the one i told you about yesterday ,,,,apart one told yesterday,positive
3071,ham,Ok lor  But buy wat ,,,,ok lor buy wat,positive
3072,ham,Somebody should go to andros and steal ice,,,,somebody go andros steal ice,negative
3073,ham,Don know  I did t msg him recently ,,,,know msg recently,positive
3074,ham,Take us out shopping and Mark will distract Isaiah =D,,,,take us shopping mark distract isaiah =d,positive
3075,ham,Mum  hope you are having a great day  Hoping this text meets you well and full of life  Have a great day  Abiola,,,,mum hope great day hoping text meets well full life great day abiola,positive
3076,ham,There is no sense in my foot and penis ,,,,sense foot penis,positive
3077,ham,Okay but i thought you were the expert,,,,okay thought expert,positive
3078,ham,*deep sigh*   I miss you      I am really surprised you haven t gone to the net cafe yet to get to me   Don t you miss me ,,,,*deep sigh* miss really surprised gone net cafe yet get miss,negative
3079,ham,S s  i thinl role is like sachin just standing  Others have to hit ,,,,thinl role like sachin standing others hit,positive
3080,ham,Have a great trip to India  And bring the light to everyone not just with the project but with everyone that is lucky to see you smile  Bye  Abiola,,,,great trip india bring light everyone project everyone lucky see smile bye abiola,positive
3081,ham,And very importantly  all we discuss is between u and i only ,,,,importantly discuss u,positive
3082,ham,K k  how about your training process ,,,,k k training process,positive
3083,ham,Ok lor  I ned  go toa payoh  a while  return smth u wan  send me there or wat ,,,,ok lor ned go toa payoh return smth u wan send wat,positive
3084,ham,In da car park ,,,,da car park,positive
3085,ham,I wish that I was with you  Holding you tightly  Making you see how important you are  How much you mean to me   How much I need you   In my life  ,,,,wish holding tightly making see important much mean much need life,positive
3086,ham,So i asked how s anthony  Dad  And your bf,,,,asked anthony dad bf,positive
3087,ham, Wnevr i wana fal in luv vth my books  My bed fals in luv vth me     Yen madodu  nav pretsorginta  nammanna pretsovru important alwa   Gud eveB  ,,,,wnevr wana fal luv vth books bed fals luv vth yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb,positive
3088,ham,What Today sunday sunday is holiday so no work ,,,,today sunday sunday holiday work,positive
3089,ham,Am going to take bath ill place the key in window  ,,,,going take bath ill place key window,negative
3090,spam,LORD OF THE RINGS RETURN OF THE KING in store NOW REPLY LOTR by  June  Chance  WIN LOTR soundtrack CDs StdTxtRate  Reply STOP to end txts,,,,lord rings return king store reply lotr june chance win lotr soundtrack cds stdtxtrate reply stop end txts,positive
3091,ham,Dear  take care  I am just reaching home love u a lot ,,,,dear take care reaching home love u lot,positive
3092,ham,staff science nus edu sg ~phyhcmk teaching pc,,,,staff science nus edu sg ~phyhcmk teaching pc,positive
3093,ham,Have you emigrated or something  Ok maybe   was a bit hopeful ,,,,emigrated something ok maybe bit hopeful,positive
3094,ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement  Hopefully they dont ignore that ,,,,olol printed forum post guy exact prob fixed gpu replacement hopefully dont ignore,positive
3095,ham,We walked from my moms  Right on stagwood pass right on winterstone left on victors hill  Address is  lt  gt ,,,,walked moms right stagwood pass right winterstone left victors hill address lt gt,positive
3096,ham,Yo  you at jp and hungry like a mofo ,,,,yo jp hungry like mofo,negative
3097,ham,This is all just creepy and crazy to me ,,,,creepy crazy,negative
3098,ham,Ok  I din get ur msg ,,,,ok din get ur msg,positive
3099,ham,Tessy pls do me a favor  Pls convey my birthday wishes to Nimya pls dnt forget it  Today is her birthday Shijas,,,,tessy pls favor pls convey birthday wishes nimya pls dnt forget today birthday shijas,positive
3100,ham,Pathaya enketa maraikara pa ,,,,pathaya enketa maraikara pa,positive
3101,ham,Even if he my friend he is a priest call him now,,,,even friend priest call,positive
3102,ham,U so lousy  run already come back then half dead  Hee ,,,,u lousy run already come back half dead hee,negative
3103,ham,That s y i said it s bad dat all e gals know u  Wat u doing now ,,,,said bad dat e gals know u wat u,negative
3104,ham,Or remind me in a few hrs ,,,,remind hrs,positive
3105,ham,I had been hoping i would not have to send you this message  My rent is due and i dont have enough for it  My reserves are completely gone  Its a loan i need and was hoping you could her  The balance is   lt  gt    Is there a way i could get that from you  till mid march when i hope to pay back ,,,,hoping would send message rent due dont enough reserves completely gone loan need hoping could balance lt gt way could get till mid march hope pay back,positive
3106,ham,Hi  Happy New Year  I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is  Thanks,,,,hi happy new year dont mean intrude pls let know much tuition paid last semester much semester thanks,positive
3107,ham,Hello hun how ru  Its here by the way  Im good  Been on  dates with that guy i met in walkabout so far  We have to meet up soon  Hows everyone else ,,,,hello hun ru way im good dates guy met walkabout far meet soon hows everyone else,positive
3108,ham,Lol I was gonna last month  I cashed some in but I left  lt  gt  just in case  I was collecting more during the week cause they announced it on the blog ,,,,lol gonna last month cashed left lt gt case collecting week cause announced blog,positive
3109,spam,Good Luck  Draw takes place th Feb   Good Luck  For removal send STOP to  customer services ,,,,good luck draw takes place th feb good luck removal send stop customer services,positive
3110,ham,Short But Cute   \ Be a good person ," but dont try to prove\"" ..... Gud mrng...""",,,short cute \ good person,positive
3111,ham,Just haven t decided where yet eh  ,,,,decided yet eh,positive
3112,ham,Wat time liao  where still got ,,,,wat time liao still got,positive
3113,ham,Yes watching footie but worried we re going to blow it   Phil Neville ,,,,yes watching footie worried going blow phil neville,positive
3114,ham,I wait  Ì_ inside da car park ,,,,wait ì_ inside da car park,positive
3115,ham,Uncle Abbey  Happy New Year  Abiola,,,,uncle abbey happy new year abiola,positive
3116,ham,Now am free call me pa ,,,,free call pa,positive
3117,ham,R u saying i should re order the slippers cos i had to pay for returning it ,,,,r u saying order slippers cos pay returning,negative
3118,ham,Stop knowing me so well ,,,,stop knowing well,negative
3119,ham,Good evening  this is roger  How are you ,,,,good evening roger,positive
3120,ham,Small problem in auction  punj now asking tiwary,,,,small problem auction punj asking tiwary,negative
3121,spam,Free entry in  a weekly comp for a chance to win an ipod  Txt POD to  to get entry  std txt rate  T C s apply  for details  ,,,,free entry weekly comp chance win ipod txt pod get entry std txt rate c apply details,positive
3122,ham,He telling not to tell any one  If so treat for me hi hi hi,,,,telling tell one treat hi hi hi,positive
3123,ham,My uncles in Atlanta  Wish you guys a great semester ,,,,uncles atlanta wish guys great semester,positive
3124,spam,st wk FREE  Gr tones str  u each wk  Txt NOKIA ON to  for Classic Nokia tones or HIT ON to  for Polys  Nokia p Poly p  ,,,,st wk free gr tones str u wk txt nokia classic nokia tones hit polys nokia p poly p,positive
3125,ham,U coming  pick me ,,,,u coming pick,positive
3126,ham,Thats cool  i liked your photos  You are very sexy ,,,,thats cool liked photos sexy,positive
3127,ham,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN  that needs to b sacked,,,,would u fuckin believe didnt know thurs pre booked cancelled needs b sacked,negative
3128,ham,Haha better late than ever  any way I could swing by ,,,,haha better late ever way could swing,positive
3129,ham,Ok  But i finish at  ,,,,ok finish,positive
3130,spam,LookAtMe  Thanks for your purchase of a video clip from LookAtMe  you ve been charged p  Think you can do better  Why not send a video in a MMSto  ,,,,lookatme thanks purchase video clip lookatme charged p think better send video mmsto,positive
3131,ham,I ve been barred from all B and Q stores for life This twat in orange dungerees came up to me and asked if I wanted decking  So I got the first punch in ,,,,barred b q stores life twat orange dungerees came asked wanted decking got first punch,negative
3132,ham,So no messages  Had food ,,,,messages food,positive
3133,ham,Ok going to sleep  Hope i can meet her ,,,,ok going sleep hope meet,positive
3134,ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem ,,,,wat makes people dearer de happiness dat u feel u meet de pain u feel u miss dem,positive
3135,ham,Can you let me know details of fri when u find out cos I m not in tom or fri  mentionned chinese  Thanks,,,,let know details fri u find cos tom fri mentionned chinese thanks,positive
3136,ham,You re right I have now that I think about it,,,,right think,positive
3137,ham,Wat r u doing now ,,,,wat r u,positive
3138,ham,Is ur lecture over ,,,,ur lecture,positive
3139,spam,sexy sexy cum and text me im wet and warm and ready for some porn  u up for some fun  THIS MSG IS FREE RECD MSGS P INC VAT  CANCEL TEXT STOP,,,,sexy sexy cum text im wet warm ready porn u fun msg free recd msgs p inc vat cancel text stop,positive
3140,ham,Customer place i will call you,,,,customer place call,positive
3141,ham,Not planned yet   going to join company on jan  only don know what will happen after that ,,,,planned yet going join company jan know happen,positive
3142,ham,Boy  I love u Grl  Hogolo Boy  gold chain kodstini Grl  Agalla Boy  necklace madstini Grl  agalla Boy  Hogli  mutai eerulli kodthini  Grl  I love U kano  ,,,,boy love u grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli mutai eerulli kodthini grl love u kano,positive
3143,ham,Haha I heard that  text me when you re around,,,,haha heard text around,positive
3144,ham,I ll get there tomorrow and send it to you,,,,get tomorrow send,positive
3145,ham,\SHIT BABE  THASA BIT MESSED UP YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY," ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...\""""",,\shit babe thasa bit messed yeh,negative
3146,ham,Oh thats late  Well have a good night and i will give u a call tomorrow  Iam now going to go to sleep night night,,,,oh thats late well good night give u call tomorrow iam going go sleep night night,positive
3147,ham,\CHEERS U TEX MECAUSE U WEREBORED  YEAH OKDEN HUNNY R UIN WK SAT SOUNDåÕS LIKEYOUR HAVIN GRFUN J  KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX \ ,,,,\cheers u tex mecause u werebored yeah okden hunny r uin wk sat soundåõs likeyour havin grfun j keep updat countinlots loveme xxxxx \,positive
3148,ham,Sorry   in meeting I ll call you later,,,,sorry meeting call later,negative
3149,ham,Yo  Howz u  girls never rang after india  L,,,,yo howz u girls never rang india l,positive
3150,ham,Yeah but which is worse for i,,,,yeah worse,negative
3151,spam,Hard LIVE  chat just p min  Choose your girl and connect LIVE  Call  now  Cheap Chat UK s biggest live service  VU BCMWCNXX,,,,hard live chat p min choose girl connect live call cheap chat uk biggest live service vu bcmwcnxx,negative
3152,ham,I tagged MY friends that you seemed to count as YOUR friends ,,,,tagged friends seemed count friends,positive
3153,spam,Not heard from U a while  Call  rude chat private line  to cum  Wan C pics of me gettin shagged then text PIX to   End send STOP  SAM xxx,,,,heard u call rude chat private line cum wan c pics gettin shagged text pix end send stop sam xxx,negative
3154,ham,Ok ,,,,ok,positive
3155,ham,Long time  You remember me today ,,,,long time remember today,positive
3156,ham,Havent shopping now lor i juz arrive only,,,,havent shopping lor juz arrive,positive
3157,ham,Thank u  IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,,,,thank u better work cause feel used otherwise,positive
3158,ham,Are you up for the challenge  I know i am   ,,,,challenge know,positive
3159,ham,How much did ur hdd casing cost ,,,,much ur hdd casing cost,positive
3160,ham,Mystery solved  Just opened my email and he s sent me another batch  Isn t he a sweetie,,,,mystery solved opened email sent another batch sweetie,positive
3161,ham,I can t describe how lucky you are that I m actually awake by noon,,,,describe lucky actually awake noon,positive
3162,spam,This is the nd time we have tried to contact u  U have won the å£ prize to claim just call  b   T Cs stop SMS   ppm,,,,nd time tried contact u u å£ prize claim call b cs stop sms ppm,positive
3163,ham,TODAY is Sorry day  If ever i was angry with you  if ever i misbehaved or hurt you  plz plz JUST SLAP URSELF Bcoz  Its ur fault  I m basically GOOD,,,,today sorry day ever angry ever misbehaved hurt plz plz slap urself bcoz ur fault basically good,negative
3164,ham,Cheers for the card   Is it that time of year already ,,,,cheers card time year already,positive
3165,spam,HOT LIVE FANTASIES call now  Just p per min NTT Ltd  PO Box  Croydon CR WB  k,,,,hot live fantasies call p per min ntt ltd po box croydon cr wb k,negative
3166,ham,When people see my msgs  They think Iam addicted to msging  They are wrong  Bcoz They don\ t know that Iam addicted to my sweet Friends  BSLVYL,,,,people see msgs think iam addicted msging wrong bcoz don\ know iam addicted sweet friends bslvyl,positive
3167,ham,Ugh hopefully the asus ppl dont randomly do a reformat ,,,,ugh hopefully asus ppl dont randomly reformat,negative
3168,ham,Haven t seen my facebook  huh  Lol ,,,,seen facebook huh lol,positive
3169,ham,Mah b  I ll pick it up tomorrow,,,,mah b pick tomorrow,positive
3170,ham,Still otside le u come morrow maga ,,,,still otside le u come morrow maga,positive
3171,ham,Do u still have plumbers tape and a wrench we could borrow ,,,,u still plumbers tape wrench could borrow,positive
3172,spam,Dear Voucher Holder  To claim this weeks offer  at you PC please go to http  www e tlp co uk reward  Ts Cs apply ,,,,dear voucher holder claim weeks offer pc please go http www e tlp co uk reward ts cs apply,positive
3173,ham,It vl bcum more difficult ,,,,vl bcum difficult,negative
3174,spam,UR GOING  BAHAMAS  CallFREEFONE  and speak to a live operator to claim either Bahamas cruise ofå£ CASH  only  To opt out txt X to ,,,,ur going bahamas callfreefone speak live operator claim either bahamas cruise ofå£ cash opt txt x,positive
3175,ham,Havent still waitin as usual  ÌÏ come back sch oredi ,,,,havent still waitin usual ìï come back sch oredi,positive
3176,ham,In meeting da  I will call you,,,,meeting da call,positive
3177,ham,K k      then watch some films ,,,,k k watch films,positive
3178,ham,Does cinema plus drink appeal tomo  * Is a fr thriller by director i like on at mac at   ,,,,cinema plus drink appeal tomo * fr thriller director like mac,positive
3179,ham,There the size of elephant tablets   u shove um up ur ass ,,,,size elephant tablets u shove um ur ass,negative
3180,ham,So many people seems to be special at first sight  But only very few will remain special to you till your last sight  Maintain them till life ends  take cr da,,,,many people seems special first sight remain special till last sight maintain till life ends take cr da,positive
3181,ham,My Parents  My Kidz  My Friends n My Colleagues  All screaming  SURPRISE   and I was waiting on the sofa        NAKED ,,,,parents kidz friends n colleagues screaming surprise waiting sofa naked,positive
3182,ham,Dunno i juz askin cos i got a card got   off  a salon called hair sense so i tot it s da one Ì_ cut ur hair  ,,,,dunno juz askin cos got card got salon called hair sense tot da one ì_ cut ur hair,negative
3183,ham,Good morning pookie pie  Lol hope I didn t wake u up,,,,good morning pookie pie lol hope wake u,positive
3184,ham,MAYBE IF YOU WOKE UP BEFORE FUCKING  THIS WOULDN T BE A PROBLEM ,,,,maybe woke fucking problem,negative
3185,ham,Happy birthday to you dear with lots of love rakhesh NRI,,,,happy birthday dear lots love rakhesh nri,positive
3186,ham,Howz that persons story,,,,howz persons story,positive
3187,spam,This is the nd time we have tried  contact u  U have won the  Pound prize   claim is easy  call  NOW  Only p per min  BT national rate,,,,nd time tried contact u u pound prize claim easy call p per min bt national rate,positive
3188,ham,X   lt  gt    Are you going to get that,,,,x lt gt going get,positive
3189,ham,Hi neva worry bout da truth coz the truth will lead me  ur heart  ItåÕs the least a unique person like u deserve  Sleep tight or morning,,,,hi neva worry bout da truth coz truth lead ur heart itåõs least unique person like u deserve sleep tight morning,positive
3190,spam,UR awarded a City Break and could WIN a å£ Summer Shopping spree every WK  Txt STORE to  SkilGme TsCsWinawk Age å£ perWKsub,,,,ur awarded city break could win å£ summer shopping spree every wk txt store skilgme tscswinawk age å£ perwksub,positive
3191,ham,Is ur paper today in e morn or aft ,,,,ur paper today e morn aft,positive
3192,ham,I will lick up every drop    are you ready to use your mouth as well ,,,,lick every drop ready use mouth well,positive
3193,ham,And you  Will expect you whenever you text  Hope all goes well tomo ,,,,expect whenever text hope goes well tomo,positive
3194,ham,Great  P diddy is my neighbor and comes for toothpaste every morning,,,,great p diddy neighbor comes toothpaste every morning,positive
3195,ham,I av a new number     Wil u only use this one ta ,,,,av new number wil u use one ta,positive
3196,ham,So its to be poking man everyday that they teach you in canada abi  How are you  Just saying hi ,,,,poking man everyday teach canada abi saying hi,positive
3197,ham, lor  Change  suntec  Wat time u coming ,,,,lor change suntec wat time u coming,positive
3198,ham,No de am seeing in online shop so that i asked ,,,,de seeing online shop asked,positive
3199,ham,Just curious because my cuz asked what I was up to,,,,curious cuz asked,positive
3200,ham,Nice nice how is it working ,,,,nice nice working,positive
3201,ham,Okay lor  Wah  like that def they wont let us go  Haha  What did they say in the terms and conditions ,,,,okay lor wah like def wont let us go haha say terms conditions,positive
3202,ham,Haha  Yup hopefully  we will lose a few kg by mon  after hip hop can go orchard and weigh again,,,,haha yup hopefully lose kg mon hip hop go orchard weigh,positive
3203,ham,She s good  How are you  Where r u working now,,,,good r u working,positive
3204,ham,Oh  yes  I ve just been a little under the weather so i ve kind of been coccooning at home,,,,oh yes little weather kind coccooning home,positive
3205,ham,At home also ,,,,home also,positive
3206,ham,This phone has the weirdest auto correct ,,,,phone weirdest auto correct,negative
3207,ham,Oops my phone died and I didn t even know  Yeah I like it better ,,,,oops phone died even know yeah like better,positive
3208,ham,Havent mus ask if u can st wat  Of meet  lunch den u n him meet can already lor  Or u wan  go ask da ge st then confirm w me asap ,,,,havent mus ask u st wat meet lunch den u n meet already lor u wan go ask da ge st confirm w asap,positive
3209,ham,She said   do u mind if I go into the bedroom for a minute      OK   I sed in a sexy mood  She came out  minuts latr wid a cake n My Wife ,,,,said u mind go bedroom minute ok sed sexy mood came minuts latr wid cake n wife,positive
3210,ham,OH YEAH AND HAV A GREAT TIME IN NEWQUAY SEND ME A POSTCARD   LOOK AFTER ALL THE GIRLS WHILE IM GONE U KNOW THE IM TALKIN BOUT  xx,,,,oh yeah hav great time newquay send postcard look girls im gone u know im talkin bout xx,positive
3211,ham,We got a divorce  Lol  She s here,,,,got divorce lol,positive
3212,ham,What s ur pin ,,,,ur pin,positive
3213,ham,Babe  have you got enough money to pick up bread and milk   And I ll give you it back when you get home  ,,,,babe got enough money pick bread milk give back get home,positive
3214,ham,I want snow  It s just freezing and windy ,,,,want snow freezing windy,negative
3215,spam,URGENT  We are trying to contact U  Todays draw shows that you have won a å£ prize GUARANTEED  Call  from land line  Claim Y  Valid hrs only,,,,urgent trying contact u todays draw shows å£ prize guaranteed call land line claim valid hrs,positive
3216,ham,Come to mahal bus stop   lt DECIMAL gt ,,,,come mahal bus stop lt decimal gt,negative
3217,ham,Don know  this week i m going to tirunelvai da ,,,,know week going tirunelvai da,positive
3218,ham,Me too baby  I promise to treat you well  I bet you will take good care of me ,,,,baby promise treat well bet take good care,positive
3219,ham,Its like that hotel dusk game i think  You solve puzzles in a area thing,,,,like hotel dusk game think solve puzzles area thing,positive
3220,spam,Thanks for your ringtone order  reference number X  Your mobile will be charged    Should your tone not arrive please call customer services ,,,,thanks ringtone order reference number x mobile charged tone arrive please call customer services,positive
3221,ham,Hi  my love  How goes that day  Fuck  this morning I woke and dropped my cell on the way down the stairs but it seems alright   *phews* I miss you  ,,,,hi love goes day fuck morning woke dropped cell way stairs seems alright *phews* miss,positive
3222,ham,Well that must be a pain to catch,,,,well must pain catch,negative
3223,ham,Sorry da thangam it s my mistake ,,,,sorry da thangam mistake,negative
3224,ham,I need  Coz i never go before ,,,,need coz never go,positive
3225,ham,Rose for red red for blood blood for heart heart for u  But u for me  Send tis to all ur friends  Including me  If u like me  If u get back   u r poor in relation   u need some  to support  u r frnd  many  some luvs u   some is praying god to marry u   try it ,,,,rose red red blood blood heart heart u u send tis ur friends including u like u get back u r poor relation u need support u r frnd many luvs u praying god marry u try,positive
3226,ham,Wife how she knew the time of murder exactly,,,,wife knew time murder exactly,negative
3227,spam,SIX chances to win CASH  From  to   pounds txt  CSH and send to   Cost p day  days    TsandCs apply Reply HL  info,,,,six chances win cash pounds txt csh send cost p day days tsandcs apply reply hl info,positive
3228,spam,Ur cash balance is currently  pounds   to maximize ur cash in now send COLLECT to  only p msg  CC   PO BOX   TCR W,,,,ur cash balance currently pounds maximize ur cash send collect p msg cc po box tcr w,negative
3229,ham,I feel like a dick because I keep sleeping through your texts and facebook messages  Sup  you in town ,,,,feel like dick keep sleeping texts facebook messages sup town,negative
3230,ham,No plm i will come da  On the way ,,,,plm come da way,positive
3231,ham,Guess he wants alone time  We could just show up and watch when they do ,,,,guess wants alone time could show watch,negative
3232,ham,Height of recycling  Read twice  People spend time for earning money and the same money is spent for spending time   Good morning  keep smiling  ,,,,height recycling read twice people spend time earning money money spent spending time good morning keep smiling,positive
3233,ham,Yup Ì_ not comin   ,,,,yup ì_ comin,positive
3234,ham,Yes  princess  Toledo ,,,,yes princess toledo,positive
3235,ham,Aight text me when you re back at mu and I ll swing by  need somebody to get the door for me,,,,aight text back mu swing need somebody get door,positive
3236,ham,Ron say fri leh  N he said ding tai feng cant make reservations  But he said wait lor ,,,,ron say fri leh n said ding tai feng cant make reservations said wait lor,positive
3237,ham,Good  No swimsuit allowed   ,,,,good swimsuit allowed,positive
3238,ham,Am okay  Will soon be over  All the best,,,,okay soon best,positive
3239,ham,A cute thought for friendship  \Its not necessary to share every secret with ur close Frnd," but watever u shared should be true\""....""",,,cute thought friendship \its necessary share every secret ur close frnd,positive
3240,ham,Ok i ve sent u da latest version of da project ,,,,ok sent u da latest version da project,positive
3241,ham,Good Morning my Dear  Have a great  amp  successful day ,,,,good morning dear great amp successful day,positive
3242,ham,Pls accept me for one day  Or am begging you change the number ,,,,pls accept one day begging change number,positive
3243,ham,Squeeeeeze  This is christmas hug  If u lik my frndshp den hug me back  If u get  u r cute    u r luvd *  u r so lucky   None  People hate u ,,,,squeeeeeze christmas hug u lik frndshp den hug back u get u r cute u r luvd * u r lucky none people hate u,positive
3244,ham,Its ok  if anybody asks abt me  u tel them  P,,,,ok anybody asks abt u tel p,positive
3245,ham,Funny fact Nobody teaches volcanoes  erupt  tsunamis  arise  hurricanes  sway aroundn no  teaches hw  choose a wife Natural disasters just happens,,,,funny fact nobody teaches volcanoes erupt tsunamis arise hurricanes sway aroundn teaches hw choose wife natural disasters happens,positive
3246,ham,* You gonna ring this weekend or wot ,,,,* gonna ring weekend wot,positive
3247,ham,Also track down any lighters you can find,,,,also track lighters find,positive
3248,ham,Sorry  I can t help you on this ,,,,sorry help,positive
3249,ham,Babe  I need your advice,,,,babe need advice,positive
3250,ham,IÛ÷ll leave around four  ok ,,,,iû÷ll leave around four ok,positive
3251,ham,Come to medical college at pm  forward it da,,,,come medical college pm forward da,positive
3252,ham,K  k its good  when are you going ,,,,k k good going,positive
3253,ham,I can make lasagna for you  vodka ,,,,make lasagna vodka,positive
3254,ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX,,,,hi kate u give ring asap xxx,positive
3255,ham,Who were those people   Were you in a tour   I thought you were doing that sofa thing you sent me   Your curious sugar,,,,people tour thought sofa thing sent curious sugar,positive
3256,ham,No  but you told me you were going  before you got drunk ,,,,told going got drunk,negative
3257,ham,He fucking chickened out  He messaged me he would be late and woould buzz me and then I didn t hear a word from him,,,,fucking chickened messaged would late woould buzz hear word,positive
3258,spam,Congratulations  Thanks to a good friend U have WON the å£  Xmas prize   claim is easy  just call  NOW  Only p per minute  BT national rate,,,,congratulations thanks good friend u å£ xmas prize claim easy call p per minute bt national rate,positive
3259,ham,I m always looking for an excuse to be in the city ,,,,always looking excuse city,positive
3260,ham,Yup i m still having coffee wif my frens  My fren drove she ll give me a lift ,,,,yup still coffee wif frens fren drove give lift,positive
3261,ham,O shore are you takin the bus,,,,shore takin bus,positive
3262,ham,So u gonna get deus ex ,,,,u gonna get deus ex,positive
3263,ham,I will send them to your email  Do you mind   lt  gt   times per night ,,,,send email mind lt gt times per night,positive
3264,spam,   Do you want a New Nokia i colour phone DeliveredTomorrow  With  free minutes to any mobile    free texts   Free Camcorder reply or call  ,,,,want new nokia colour phone deliveredtomorrow free minutes mobile free texts free camcorder reply call,positive
3265,ham,tap   spile at seven  * Is that pub on gas st off broad st by canal  Ok ,,,,tap spile seven * pub gas st broad st canal ok,positive
3266,ham,Ok then i come n pick u at engin ,,,,ok come n pick u engin,positive
3267,ham,Which is why i never wanted to tell you any of this  Which is why i m so short with you and on edge as of late ,,,,never wanted tell short edge late,positive
3268,ham,Raviyog Peripherals bhayandar east,,,,raviyog peripherals bhayandar east,positive
3269,ham,K actually can you guys meet me at the sunoco on howard  It should be right on the way,,,,k actually guys meet sunoco howard right way,positive
3270,spam,You have  new voicemail  Please call  ,,,,new voicemail please call,positive
3271,ham,MOON has come to color your dreams  STARS to make them musical and my SMS to give you warm and Peaceful Sleep  Good Night,,,,moon come color dreams stars make musical sms give warm peaceful sleep good night,positive
3272,ham,Just finished eating  Got u a plate  NOT leftovers this time ,,,,finished eating got u plate leftovers time,positive
3273,ham,Thanx a lot ,,,,thanx lot,positive
3274,ham,Hurry home u big butt  Hang up on your last caller if u have to  Food is done and I m starving  Don t ask what I cooked ,,,,hurry home u big butt hang last caller u food done starving ask cooked,negative
3275,ham,Lol your right  What diet  Everyday I cheat anyway  I m meant to be a fatty   ,,,,lol right diet everyday cheat anyway meant fatty,negative
3276,ham,Its a great day  Do have yourself a beautiful one ,,,,great day beautiful one,positive
3277,ham,What happened in interview ,,,,happened interview,positive
3278,ham,Solve d Case   A Man Was Found Murdered On   lt DECIMAL gt     lt  gt   AfterNoon   His wife called Police   Police questioned everyone   Wife  Sir I was sleeping  when the murder took place   Cook  I was cooking   Gardener  I was picking vegetables   House Maid  I went  d post office   Children  We went  play   Neighbour  We went  a marriage  Police arrested d murderer Immediately  Who s It  Reply With Reason  If U r Brilliant ,,,,solve case man found murdered lt decimal gt lt gt afternoon wife called police police questioned everyone wife sir sleeping murder took place cook cooking gardener picking vegetables house maid went post office children went play neighbour went marriage police arrested murderer immediately reply reason u r brilliant,negative
3279,ham,Badrith is only for chennai  i will surely pick for us  no competition for him ,,,,badrith chennai surely pick us competition,positive
3280,ham,I tot it s my group mate  Lucky i havent reply  Wat time do Ì_ need to leave  ,,,,tot group mate lucky havent reply wat time ì_ need leave,positive
3281,ham,Hey you around  I ve got enough for a half   the ten I owe you,,,,hey around got enough half ten owe,positive
3282,ham,Hey tmr maybe can meet you at yck,,,,hey tmr maybe meet yck,positive
